ID	DOCULECT	CONCEPT	IPA
1571	Pipil	full	teːntuk
1572	ProtoAztecan	full	teːntok
1573	ClassicalNahuatl	give	maka
1574	TetelcingoNahuatl	give	maka
1575	NorthPueblaNahuatl	give	maka
1576	MecayapanNahuat	give	maka
1577	PajapanNahuat	give	maga
1578	JalupaNahuat	give	ma
1579	Pipil	give	maka
1580	Pochutec	give	meká
1581	ProtoAztecan	give	maka
1582	ClassicalNahuatl	good	kwalli
1583	TetelcingoNahuatl	good	kwaliː
1584	NorthPueblaNahuatl	good	kwali
1585	MecayapanNahuat	good	yeːkti
1586	PajapanNahuat	good	yekti
1587	JalupaNahuat	good	yekti
1588	Pipil	good	yeːk
1589	Pochutec	good	ulík_
1590	ProtoAztecan	good	yeːktlɨ
1591	ClassicalNahuatl	good	yektli
1592	ProtoAztecan	good	yeːktlɨ
1593	ClassicalNahuatl	green	xoxoktik
1594	TetelcingoNahuatl	green	xoxoktiːk
1595	NorthPueblaNahuatl	green	xoxoktik
1596	MecayapanNahuat	green	xoxoktiʔ
1597	PajapanNahuat	green	xoxoktik
1598	JalupaNahuat	green	xuxuík
1599	Pipil	green	xuxuwik
1600	Pochutec	green	xwi
1601	ClassicalNahuatl	hair	tzontli
1602	TetelcingoNahuatl	hair	tzontliː
1603	NorthPueblaNahuatl	hair	tzontli
1604	MecayapanNahuat	hair	tzonkal
1605	PajapanNahuat	hair	tzongal
1606	JalupaNahuat	hair	tzunti
1607	Pipil	hair	tzunkal
1608	Pochutec	hair	tzon
1609	ProtoAztecan	hair	tzom
1610	ClassicalNahuatl	hand	maː
1611	TetelcingoNahuatl	hand	mö
1612	NorthPueblaNahuatl	hand	man
1613	MecayapanNahuat	hand	mayiʔ
1614	PajapanNahuat	hand	maː
1615	JalupaNahuat	hand	maːn
1616	Pipil	hand	mey
1617	Pochutec	hand	maí
1618	ProtoAztecan	hand	mah
1619	ClassicalNahuatl	head	kwaːtl
1620	TetelcingoNahuatl	head	tzonteko
1621	NorthPueblaNahuatl	head	tzonteko
1622	MecayapanNahuat	head	tzontekon
1623	PajapanNahuat	head	tzontegon
1624	JalupaNahuat	head	tzuntekon
1625	Pipil	head	tzuntekumat
1626	Pochutec	head	kwaít
1627	ProtoAztecan	head	kwah
1628	ClassicalNahuatl	hear	kak
1629	TetelcingoNahuatl	hear	kakiː
1630	NorthPueblaNahuatl	hear	kaki
1631	MecayapanNahuat	hear	kaki
1632	PajapanNahuat	hear	gagi
1633	JalupaNahuat	hear	kai
1634	Pipil	hear	kaːki
1635	Pochutec	hear	kekí
1636	ProtoAztecan	hear	kaki
1637	ClassicalNahuatl	heart	yoːlli
1638	TetelcingoNahuatl	heart	yulohtliː
1639	NorthPueblaNahuatl	heart	yolo
1640	MecayapanNahuat	heart	yaːlmah_
1641	PajapanNahuat	heart	alma_
1642	JalupaNahuat	heart	yuhlu
1643	Pipil	heart	yul
1644	Pochutec	heart	n
1645	ProtoAztecan	heart	yoːl
1646	ClassicalNahuatl	horn	kwaːkwawtl
1647	NorthPueblaNahuatl	horn	kwakow
1648	MecayapanNahuat	horn	kwaːkwa
1649	PajapanNahuat	horn	baːbaː
1650	JalupaNahuat	horn	kokoit
1651	Pipil	horn	kachoh_
1652	ClassicalNahuatl	kill	mikiːtiaː
1653	TetelcingoNahuatl	kill	miːktiːa
1654	NorthPueblaNahuatl	kill	miktia
1655	MecayapanNahuat	kill	miktia
1656	PajapanNahuat	kill	miktia
1657	JalupaNahuat	kill	mikti
1658	Pipil	kill	miktia
1659	Pochutec	kill	moktí
1660	ProtoAztecan	kill	mɨktɨha
1661	ClassicalNahuatl	knee	tlankwai
1662	TetelcingoNahuatl	knee	tlankwate
1663	NorthPueblaNahuatl	knee	tlankwa
1664	MecayapanNahuat	knee	tankwaːʔ
1665	PajapanNahuat	knee	tamba
1666	JalupaNahuat	knee	tambwan
1667	Pipil	knee	tewahka
1668	ProtoAztecan	knee	tlankwah
1669	ClassicalNahuatl	know	mat
1670	TetelcingoNahuatl	know	matiː
1671	NorthPueblaNahuatl	know	mati
1672	MecayapanNahuat	know	mati
1673	PajapanNahuat	know	mati
1674	JalupaNahuat	know	ma
1675	Pipil	know	mati
1676	Pochutec	know	metí
1677	ProtoAztecan	know	mati
1678	ClassicalNahuatl	leaf	iswatl
1679	TetelcingoNahuatl	leaf	xiːbiːtl
1680	NorthPueblaNahuatl	leaf	xiwitl
1681	MecayapanNahuat	leaf	iswaʔ
1682	PajapanNahuat	leaf	iswat
1683	JalupaNahuat	leaf	iswat
1684	Pipil	leaf	iswat
1685	Pochutec	leaf	xut
1686	ProtoAztecan	leaf	ɨswatl
1687	ClassicalNahuatl	lie	moteːka
1688	TetelcingoNahuatl	lie	motieka
1689	NorthPueblaNahuatl	lie	moteka
1690	MecayapanNahuat	lie	moteːca
1691	PajapanNahuat	lie	motega
1692	JalupaNahuat	lie	murekak_
1693	Pipil	lie	muteːka
1694	Pochutec	lie	teké
1695	ProtoAztecan	lie	moteːka
1696	ClassicalNahuatl	liver	eːlli
1697	NorthPueblaNahuatl	liver	yeltlapach
1698	MecayapanNahuat	liver	yoːl
1699	Pipil	liver	eltapach
1700	ClassicalNahuatl	long	weːiyak
1701	TetelcingoNahuatl	long	beyak
1702	NorthPueblaNahuatl	long	weyak
1703	MecayapanNahuat	long	weːyaktiʔ
1704	PajapanNahuat	long	weːyak
1705	JalupaNahuat	long	weyak
1706	Pipil	long	weyak
1707	ProtoAztecan	long	weheyak
1708	ClassicalNahuatl	louse	atemitl
1709	TetelcingoNahuatl	louse	atiːmiːtl
1710	NorthPueblaNahuatl	louse	pioho_
1711	MecayapanNahuat	louse	atimiʔ
1712	PajapanNahuat	louse	aːtin
1713	JalupaNahuat	louse	aːtin
1714	Pipil	louse	atimet
1715	Pochutec	louse	atómt
1716	ProtoAztecan	louse	atɨmɨtl
1717	ClassicalNahuatl	man	taːkatl
1718	TetelcingoNahuatl	man	umbre_
1719	NorthPueblaNahuatl	man	tlakatl
1720	MecayapanNahuat	man	taːgaʔ
1721	PajapanNahuat	man	taːgat
1722	JalupaNahuat	man	taːkat
1723	Pipil	man	taːkat
1724	Pochutec	man	okóxt
1725	ProtoAztecan	man	tlaːkatl
1726	ClassicalNahuatl	many	miakiːn
1727	TetelcingoNahuatl	many	meyak
1728	NorthPueblaNahuatl	many	miak
1729	MecayapanNahuat	many	miaʔ_
1730	PajapanNahuat	many	miak_
1731	JalupaNahuat	many	miakpa_
1732	Pipil	many	miyak_
1733	Pochutec	many	asók_
1734	ProtoAztecan	many	mɨyak
1735	ClassicalNahuatl	meat	nakatl
1736	TetelcingoNahuatl	meat	nakatl
1737	NorthPueblaNahuatl	meat	nakatl
1738	MecayapanNahuat	meat	nakaʔ
1739	PajapanNahuat	meat	nagat
1740	JalupaNahuat	meat	nakat
1741	Pipil	meat	nakat
1742	Pochutec	meat	nekét_
1743	ProtoAztecan	meat	nakatl
1744	ClassicalNahuatl	moon	meːtztli
1745	TetelcingoNahuatl	moon	mietztliː
1746	NorthPueblaNahuatl	moon	metztli
1747	MecayapanNahuat	moon	meːtzti
1748	PajapanNahuat	moon	meːsti
1749	JalupaNahuat	moon	meːtzti
1750	Pipil	moon	meːtzti
1751	Pochutec	moon	mest
1752	ProtoAztecan	moon	meːtztlɨ
1753	ClassicalNahuatl	mountain	tepeːtl
1754	TetelcingoNahuatl	mountain	tepietl
1755	NorthPueblaNahuatl	mountain	tepetl
1756	MecayapanNahuat	mountain	tepeːʔ
1757	PajapanNahuat	mountain	tepeːt
1758	Pipil	mountain	tepeːt
1759	ProtoAztecan	mountain	tɨpeːtl
1760	ClassicalNahuatl	mouth	kamtl
1761	TetelcingoNahuatl	mouth	kamak
1762	NorthPueblaNahuatl	mouth	kamak
1763	MecayapanNahuat	mouth	teːn
1764	PajapanNahuat	mouth	teːn
1765	JalupaNahuat	mouth	teːn
1766	Pipil	mouth	teːn
1767	Pochutec	mouth	ten
1768	ProtoAztecan	mouth	teːntlɨ
1769	ClassicalNahuatl	name	toːkaːtl
1770	TetelcingoNahuatl	name	tukö
1771	NorthPueblaNahuatl	name	tokahtli
1772	MecayapanNahuat	name	toːkaːʔ
1773	PajapanNahuat	name	toga
1774	JalupaNahuat	name	tuwan
1775	Pipil	name	tuːkey
1776	Pochutec	name	kul
1777	ProtoAztecan	name	toːkaːhɨtl
1778	ClassicalNahuatl	neck	kechtli
1779	TetelcingoNahuatl	neck	kechkochtla
1780	NorthPueblaNahuatl	neck	kech
1781	MecayapanNahuat	neck	kech
1782	PajapanNahuat	neck	geːch
1783	JalupaNahuat	neck	kech
1784	Pipil	neck	kechkuːyu
1785	Pochutec	neck	koxt_
1786	ProtoAztecan	neck	kəchtlɨ
1787	ClassicalNahuatl	new	yankwik
1788	TetelcingoNahuatl	new	yankwiːk
1789	NorthPueblaNahuatl	new	yankwik
1790	MecayapanNahuat	new	yamkwiʔ
1791	PajapanNahuat	new	yambik
1792	JalupaNahuat	new	yambwik
1793	Pipil	new	yankwik
1794	ProtoAztecan	new	yankwik
1795	ClassicalNahuatl	night	yowalli
1796	TetelcingoNahuatl	night	yowaliː
1797	NorthPueblaNahuatl	night	yowali
1798	MecayapanNahuat	night	yowal
1799	PajapanNahuat	night	tayoá
1800	JalupaNahuat	night	tayuwak
1801	Pipil	night	tayuwa
1802	Pochutec	night	owél
1803	ProtoAztecan	night	yowallɨ
1804	ClassicalNahuatl	nose	yaktl
1805	TetelcingoNahuatl	nose	yekatzol
1806	NorthPueblaNahuatl	nose	yekak
1807	MecayapanNahuat	nose	yakti
1808	PajapanNahuat	nose	yagat
1809	JalupaNahuat	nose	yak
1810	Pipil	nose	yak
1811	Pochutec	nose	yekét
1812	ProtoAztecan	nose	yakatl
1813	ClassicalNahuatl	not	aʔmoː
1814	TetelcingoNahuatl	not	amo
1815	NorthPueblaNahuatl	not	ahmo
1816	MecayapanNahuat	not	ayaːʔ
1817	PajapanNahuat	not	amó
1818	JalupaNahuat	not	te
1819	Pipil	not	teː_tesu
1820	Pochutec	not	as
1821	ClassicalNahuatl	one	seː_
1822	TetelcingoNahuatl	one	sie
1823	NorthPueblaNahuatl	one	seya
1824	MecayapanNahuat	one	seː
1825	PajapanNahuat	one	se
1826	JalupaNahuat	one	se
1827	Pipil	one	seː
1828	Pochutec	one	se
1829	ProtoAztecan	one	seː
1830	ClassicalNahuatl	person	tlaːkatl
1831	TetelcingoNahuatl	person	hiente_
1832	MecayapanNahuat	person	hente_
1833	PajapanNahuat	person	kristianoh_
1834	JalupaNahuat	person	yohomeh
1835	Pipil	person	kristanuh_
1836	ClassicalNahuatl	rain	kiyawtl
1837	TetelcingoNahuatl	rain	kiːyabiːtl
1838	NorthPueblaNahuatl	rain	kiyawitl
1839	MecayapanNahuat	rain	kiahuaːʔ
1840	PajapanNahuat	rain	aːtzonat
1841	JalupaNahuat	rain	chimaːt
1842	Pipil	rain	aːt
1843	Pochutec	rain	yekt
1844	ClassicalNahuatl	red	chiːchiːltik_
1845	TetelcingoNahuatl	red	chichiltiːk
1846	NorthPueblaNahuatl	red	chichiltik
1847	MecayapanNahuat	red	chiːltiʔ
1848	PajapanNahuat	red	tatawik_
1849	JalupaNahuat	red	traik
1850	Pipil	red	chiːltik
1851	ProtoAztecan	red	chiːltɨk_?
1852	ClassicalNahuatl	road	oʔtli
1853	TetelcingoNahuatl	road	ohtliː
1854	NorthPueblaNahuatl	road	ohtli
1855	MecayapanNahuat	road	ohti
1856	PajapanNahuat	road	ohti
1857	JalupaNahuat	road	uhti
1858	Pipil	road	uhti
1859	Pochutec	road	ot’kán
1860	ProtoAztecan	road	ohtlɨ
1861	ClassicalNahuatl	root	nelwatl
1862	TetelcingoNahuatl	root	nelwayutl
1863	NorthPueblaNahuatl	root	nelwatl
1864	MecayapanNahuat	root	nelwaʔ
1865	PajapanNahuat	root	batakson
1866	JalupaNahuat	root	talwat
1867	Pipil	root	nelwat
1868	ProtoAztecan	root	nelwatl_?
1869	ClassicalNahuatl	round	yawaltik_
1870	TetelcingoNahuatl	round	yewaltiːk
1871	NorthPueblaNahuatl	round	yewaltik
1872	MecayapanNahuat	round	yawaltiʔ_
1873	PajapanNahuat	round	monso_
1874	JalupaNahuat	round	tulutztik
1875	Pipil	round	yawalnah_
1876	ProtoAztecan	round	yawaltɨk_?
1877	ClassicalNahuatl	sand	xaːlli
1878	TetelcingoNahuatl	sand	xöliː
1879	NorthPueblaNahuatl	sand	xali
1880	MecayapanNahuat	sand	xaːhli
1881	PajapanNahuat	sand	xaːhli
1882	JalupaNahuat	sand	xaːhli
1883	Pipil	sand	aːxaːl
1884	ProtoAztecan	sand	xaːllɨ
1885	ClassicalNahuatl	say	ʔtoaː_
1886	TetelcingoNahuatl	say	htoa
1887	NorthPueblaNahuatl	say	ihtoa
1888	MecayapanNahuat	say	kihtoa
1889	PajapanNahuat	say	ihtoa
1890	JalupaNahuat	say	ihli
1891	Pipil	say	ilwia
1892	Pochutec	say	ití_
1893	ClassicalNahuatl	see	tta
1894	TetelcingoNahuatl	see	hta
1895	NorthPueblaNahuatl	see	ita
1896	MecayapanNahuat	see	ita
1897	PajapanNahuat	see	ita
1898	JalupaNahuat	see	ira
1899	Pipil	see	ita
1900	Pochutec	see	itá
1901	ProtoAztecan	see	ɨhta
1902	ClassicalNahuatl	seed	achtli
1903	TetelcingoNahuatl	seed	xiːnöchtliː
1904	NorthPueblaNahuatl	seed	achtli
1905	MecayapanNahuat	seed	yoːl
1906	PajapanNahuat	seed	yoːl
1907	JalupaNahuat	seed	yuhlu
1908	Pipil	seed	iːx
1909	Pochutec	seed	axt_
1910	ProtoAztecan	seed	aːchtlɨ
1911	ClassicalNahuatl	sit	motlaːliaː
1912	TetelcingoNahuatl	sit	motlöliːa
1913	NorthPueblaNahuatl	sit	motlalia
1914	MecayapanNahuat	sit	motaːliá
1915	PajapanNahuat	sit	motaːli
1916	JalupaNahuat	sit	muralihtuk_
1917	Pipil	sit	mutaːlia
1918	Pochutec	sit	metzá
1919	ProtoAztecan	sit	motlalɨha
1920	ClassicalNahuatl	skin	eːwatl
1921	TetelcingoNahuatl	skin	yewayo
1922	NorthPueblaNahuatl	skin	yewayo
1923	MecayapanNahuat	skin	kahloːʔ
1924	PajapanNahuat	skin	betax
1925	JalupaNahuat	skin	bwéraxti
1926	Pipil	skin	eːwayu
1927	Pochutec	skin	kwetéxt
1928	ProtoAztecan	skin	eːwatl
1929	ClassicalNahuatl	sleep	koch
1930	TetelcingoNahuatl	sleep	kochiː
1931	NorthPueblaNahuatl	sleep	kochi
1932	MecayapanNahuat	sleep	kochi
1933	PajapanNahuat	sleep	gochi
1934	JalupaNahuat	sleep	kuchi
1935	Pipil	sleep	kuchi
1936	Pochutec	sleep	kochí
1937	ProtoAztecan	sleep	kochɨ
1938	ClassicalNahuatl	smoke	poːktli
1939	TetelcingoNahuatl	smoke	puktliː
1940	NorthPueblaNahuatl	smoke	poktli
1941	MecayapanNahuat	smoke	poːkti
1942	PajapanNahuat	smoke	poːkti
1943	JalupaNahuat	smoke	puːkti
1944	Pipil	smoke	pukti
1945	Pochutec	smoke	apotókt
1946	ProtoAztecan	smoke	poːktlɨ_?
1947	ClassicalNahuatl	stand	moketza
1948	TetelcingoNahuatl	stand	moketza
1949	NorthPueblaNahuatl	stand	motelketza
1950	MecayapanNahuat	stand	moketza
1951	PajapanNahuat	stand	mogetza
1952	JalupaNahuat	stand	ihkatuk_
1953	Pipil	stand	muketza
1954	Pochutec	stand	xmoktzé_
1955	ProtoAztecan	stand	kɨtza
1956	ClassicalNahuatl	star	siːtlalin
1957	TetelcingoNahuatl	star	sitlaliː
1958	NorthPueblaNahuatl	star	sitlali
1959	MecayapanNahuat	star	siːtalin
1960	PajapanNahuat	star	lusero_
1961	JalupaNahuat	star	siːtal
1962	Pipil	star	siːtal
1963	ProtoAztecan	star	sitlalɨm
1964	ClassicalNahuatl	stone	tetl
1965	TetelcingoNahuatl	stone	tietetu
1966	NorthPueblaNahuatl	stone	tetl
1967	MecayapanNahuat	stone	teʔti
1968	PajapanNahuat	stone	tet
1969	JalupaNahuat	stone	xaːltet
1970	Pipil	stone	tet
1971	Pochutec	stone	tot
1972	ProtoAztecan	stone	tətl
1973	ClassicalNahuatl	sun	toːnatiw
1974	TetelcingoNahuatl	sun	tunaliː
1975	NorthPueblaNahuatl	sun	tonaltzintli
1976	MecayapanNahuat	sun	totahtziːn_
1977	PajapanNahuat	sun	toːnati
1978	JalupaNahuat	sun	rontin
1979	Pipil	sun	tuːnal
1980	Pochutec	sun	tunél
1981	ClassicalNahuatl	swim	aːwilaːn
1982	TetelcingoNahuatl	swim	möbiːlöna
1983	NorthPueblaNahuatl	swim	maltiya
1984	MecayapanNahuat	swim	aːpataːni_
1985	PajapanNahuat	swim	aːhkia
1986	ClassicalNahuatl	tail	kwitlapilli
1987	TetelcingoNahuatl	tail	kwiːtlapiːl
1988	NorthPueblaNahuatl	tail	kwitlapil
1989	MecayapanNahuat	tail	kwitapiːl
1990	PajapanNahuat	tail	bitapil
1991	JalupaNahuat	tail	bwirapil
1992	Pipil	tail	kwitlapil
1993	ProtoAztecan	tail	kwitlapɨl
1994	ClassicalNahuatl	that	inoːn
1995	TetelcingoNahuatl	that	iːnu
1996	NorthPueblaNahuatl	that	inon
1997	MecayapanNahuat	that	ineːpa
1998	PajapanNahuat	that	hoːn
1999	JalupaNahuat	that	huːni
2000	Pipil	that	uni
2001	Pochutec	that	namél
2002	ProtoAztecan	that	oːn_?
2003	ClassicalNahuatl	this	iniːn
2004	TetelcingoNahuatl	this	ini
2005	NorthPueblaNahuatl	this	inin
2006	MecayapanNahuat	this	iniːn
2007	PajapanNahuat	this	hiːn
2008	JalupaNahuat	this	hiːni
2009	Pipil	this	ini
2010	Pochutec	this	iná
2011	ProtoAztecan	this	in_?
2012	ClassicalNahuatl	thou	teʔwaːtl
2013	TetelcingoNahuatl	thou	taha
2014	NorthPueblaNahuatl	thou	tehwa
2015	MecayapanNahuat	thou	teh
2016	PajapanNahuat	thou	teha
2017	JalupaNahuat	thou	tehe
2018	Pipil	thou	ta
2019	Pochutec	thou	mwen
2020	ProtoAztecan	thou	təha
2021	ClassicalNahuatl	tongue	nenepilli
2022	TetelcingoNahuatl	tongue	nenepiːl
2023	NorthPueblaNahuatl	tongue	nenepil
2024	MecayapanNahuat	tongue	lenwa_
2025	PajapanNahuat	tongue	nenepil
2026	JalupaNahuat	tongue	neːnepil
2027	Pipil	tongue	nenepil
2028	Pochutec	tongue	nenepíl
2029	ProtoAztecan	tongue	nɨnɨpɨl
2030	ClassicalNahuatl	tooth	tlantli
2031	TetelcingoNahuatl	tooth	tlankoch
2032	NorthPueblaNahuatl	tooth	tlan
2033	MecayapanNahuat	tooth	tanti
2034	PajapanNahuat	tooth	tan
2035	JalupaNahuat	tooth	taːn
2036	Pipil	tooth	tan
2037	ProtoAztecan	tooth	tlan
2038	ClassicalNahuatl	tree	kwawtl
2039	TetelcingoNahuatl	tree	kwabiːtl
2040	NorthPueblaNahuatl	tree	kowitl
2041	MecayapanNahuat	tree	kwawiʔ
2042	PajapanNahuat	tree	bawit
2043	JalupaNahuat	tree	koit
2044	Pipil	tree	kwawit
2045	Pochutec	tree	kwagút
2046	ProtoAztecan	tree	kwawɨtl
2047	ClassicalNahuatl	two	oːme
2048	TetelcingoNahuatl	two	ume
2049	NorthPueblaNahuatl	two	ome
2050	MecayapanNahuat	two	oːme
2051	PajapanNahuat	two	oːme
2052	JalupaNahuat	two	uːme
2053	Pipil	two	uːme
2054	Pochutec	two	omém
2055	ProtoAztecan	two	oːmə
2056	ClassicalNahuatl	walk	neʔnemi
2057	TetelcingoNahuatl	walk	nehnemiː
2058	NorthPueblaNahuatl	walk	nehnemi
2059	MecayapanNahuat	walk	nehnemi
2060	PajapanNahuat	walk	nehnemi
2061	JalupaNahuat	walk	nehnemi
2062	Pipil	walk	nehnemi
2063	Pochutec	walk	uí
2064	ProtoAztecan	walk	nɨhnɨmi
2065	ClassicalNahuatl	warm	totoːnki_
2066	TetelcingoNahuatl	warm	totunkiː_
2067	NorthPueblaNahuatl	warm	totonki_
2068	MecayapanNahuat	warm	totoːniʔ_
2069	PajapanNahuat	warm	totoːnik_
2070	JalupaNahuat	warm	truːnik_
2071	Pipil	warm	tutuːnik_
2072	Pochutec	warm	tuní_
2073	ProtoAztecan	warm	totoːnɨk_?
2074	ClassicalNahuatl	water	aːtl
2075	TetelcingoNahuatl	water	ötzintli_
2076	NorthPueblaNahuatl	water	atl
2077	MecayapanNahuat	water	aːʔti
2078	PajapanNahuat	water	aːt
2079	JalupaNahuat	water	maːt
2080	Pipil	water	aːt
2081	Pochutec	water	at
2082	ProtoAztecan	water	aːtl
2083	ClassicalNahuatl	we	teʔwaːn
2084	TetelcingoNahuatl	we	tehwa
2085	NorthPueblaNahuatl	we	tehwan
2086	MecayapanNahuat	we	tehameh_
2087	PajapanNahuat	we	tehameh
2088	JalupaNahuat	we	tohomen
2089	Pipil	we	tehemet
2090	Pochutec	we	twén
2091	ProtoAztecan	we	təhamɨt
2092	ClassicalNahuatl	what	tle
2093	TetelcingoNahuatl	what	tliniːnu
2094	NorthPueblaNahuatl	what	tlen
2095	MecayapanNahuat	what	teː
2096	PajapanNahuat	what	teː
2097	JalupaNahuat	what	tai
2098	Pipil	what	taː
2099	Pochutec	what	te
2100	ProtoAztecan	what	tla
2101	ClassicalNahuatl	white	istaːk
2102	TetelcingoNahuatl	white	chipːpöwak
2103	NorthPueblaNahuatl	white	istak
2104	MecayapanNahuat	white	istaːʔ
2105	PajapanNahuat	white	istaːk
2106	JalupaNahuat	white	istaːk
2107	Pipil	white	istak
2108	Pochutec	white	chupék_
2109	ProtoAztecan	white	istaːkɨ_?
2110	ClassicalNahuatl	who	aːk
2111	TetelcingoNahuatl	who	ökiːnu
2112	NorthPueblaNahuatl	who	akin
2113	MecayapanNahuat	who	aːʔ
2114	PajapanNahuat	who	aːk
2115	JalupaNahuat	who	aik
2116	Pipil	who	kaː
2117	Pochutec	who	ak
2118	ProtoAztecan	who	aːk
2119	ClassicalNahuatl	woman	siwaːtl
2120	TetelcingoNahuatl	woman	sowatl
2121	NorthPueblaNahuatl	woman	siwatl
2122	MecayapanNahuat	woman	siwaːʔ
2123	PajapanNahuat	woman	soáːt
2124	JalupaNahuat	woman	suwat
2125	Pipil	woman	siwaːt
2126	Pochutec	woman	g’last
2127	ProtoAztecan	woman	si
2128	ClassicalNahuatl	yellow	kostik
2129	TetelcingoNahuatl	yellow	kostiːk
2130	NorthPueblaNahuatl	yellow	kostik
2131	MecayapanNahuat	yellow	kostiʔ
2132	PajapanNahuat	yellow	gostik
2133	JalupaNahuat	yellow	yuksik
2134	Pipil	yellow	tultik
2135	ProtoAztecan	yellow	kostɨk_?
